Age,Gender,Education Level,Department,Job Title,Years of Experience,Location,Salary
32.0,Male,High School,Marketing,SEO Specialist,3.0,Tier-2 City,25398.62
51.0,Female,Master's,IT,Data Analyst,20.0,Metro City,152555.05
32.0,Female,Master's,Finance,Finance Manager,10.0,Metro City,106364.45
39.0,Female,High School,Finance,Accountant,14.0,Remote,42701.09
58.0,Male,Master's,Sales,Sales Executive,22.0,Metro City,111230.16
28.0,Female,Master's,IT,Software Engineer,6.0,Remote,81923.84
44.0,Male,High School,Finance,Finance Manager,8.0,Tier-2 City,54104.15
21.0,Male,Bachelor's,Marketing,Marketing Executive,0.0,Tier-2 City,35535.59
27.0,Male,Bachelor's,Finance,Finance Manager,4.0,Remote,59286.27
29.0,Male,Master's,Sales,Sales Executive,8.0,Tier-2 City,56588.31
36.0,Male,Bachelor's,IT,DevOps Engineer,9.0,Remote,71380.01
21.0,Male,Master's,Sales,Sales Executive,1.0,Tier-2 City,47012.31
51.0,Male,Bachelor's,IT,Data Analyst,7.0,Metro City,79648.32
32.0,Male,Master's,Marketing,Marketing Executive,3.0,Tier-2 City,61535.22
38.0,Male,High School,Marketing,SEO Specialist,9.0,Metro City,41384.92
38.0,Male,Master's,Marketing,Marketing Manager,12.0,Metro City,108223.62
47.0,Female,PhD,Finance,Financial Analyst,20.0,Remote,130092.74
27.0,Female,Bachelor's,Sales,Sales Manager,0.0,Metro City,56467.1
34.0,Female,Bachelor's,Finance,Finance Manager,8.0,Metro City,75914.03
23.0,Female,PhD,HR,HR Manager,1.0,Tier-2 City,63484.51
33.0,Female,High School,Operations,Operations Analyst,6.0,Metro City,31651.6
39.0,Male,Bachelor's,IT,Software Engineer,8.0,Metro City,87334.18
37.0,Female,Bachelor's,HR,HR Executive,5.0,Metro City,48567.81
23.0,Female,Bachelor's,IT,IT Support,0.0,Metro City,59810.57
29.0,Female,High School,Marketing,Marketing Executive,0.0,Remote,29506.35
23.0,Female,PhD,Sales,Account Manager,0.0,Tier-2 City,68708.66
33.0,Male,Bachelor's,Sales,Sales Manager,4.0,Metro City,67236.8
44.0,Male,Bachelor's,IT,DevOps Engineer,10.0,Metro City,86182.1
41.0,Female,Master's,Sales,Sales Executive,,Metro City,78757.88
48.0,Male,High School,HR,HR Executive,15.0,Tier-2 City,40204.44
27.0,Female,High School,Sales,Sales Manager,1.0,Metro City,42235.42
45.0,Female,Bachelor's,Operations,Operations Analyst,12.0,Tier-2 City,52944.28
27.0,Male,PhD,HR,Recruiter,4.0,Tier-2 City,60822.51
36.0,Male,Bachelor's,IT,Data Analyst,14.0,Tier-2 City,76386.47
50.0,Male,Bachelor's,Finance,Financial Analyst,16.0,Metro City,91987.85
30.0,Female,Master's,Marketing,Marketing Executive,3.0,Metro City,70402.52
21.0,Male,High School,Finance,Finance Manager,1.0,Metro City,47615.15
21.0,Female,Master's,Sales,Account Manager,0.0,Metro City,70562.68
44.0,Female,Bachelor's,IT,IT Support,15.0,Metro City,102269.03
33.0,Male,Master's,Finance,Finance Manager,5.0,Remote,78724.2
28.0,Male,Master's,Marketing,Marketing Executive,7.0,Metro City,77666.23
33.0,Male,Master's,IT,DevOps Engineer,8.0,Tier-2 City,82967.49
24.0,Male,PhD,HR,HR Executive,4.0,Metro City,74154.95
26.0,Female,Bachelor's,Sales,Sales Manager,3.0,Metro City,58951.42
43.0,Male,Bachelor's,Finance,Accountant,12.0,Tier-2 City,66799.66
21.0,Female,High School,Operations,Logistics Coordinator,0.0,Metro City,33725.31
42.0,Male,Bachelor's,IT,DevOps Engineer,8.0,Metro City,81154.9
41.0,Female,Master's,Finance,Finance Manager,8.0,Remote,87705.13
42.0,Male,Master's,HR,Recruiter,16.0,Tier-2 City,70772.58
26.0,Male,High School,IT,DevOps Engineer,3.0,Remote,39226.72
27.0,Male,Master's,HR,Recruiter,2.0,Metro City,57863.23
33.0,Male,Bachelor's,Marketing,SEO Specialist,1.0,Metro City,48175.14
37.0,Male,Master's,Finance,Financial Analyst,9.0,Metro City,80146.74
45.0,Female,High School,IT,Data Analyst,11.0,Metro City,61484.66
35.0,Male,Bachelor's,Operations,Logistics Coordinator,8.0,Metro City,60518.37
46.0,Male,PhD,HR,HR Manager,21.0,Tier-2 City,110073.85
53.0,Male,Bachelor's,Marketing,Marketing Executive,17.0,Metro City,88709.61
54.0,Male,Master's,Sales,Sales Manager,19.0,Tier-2 City,99843.71
39.0,Male,Master's,IT,Software Engineer,12.0,Tier-2 City,96420.1
27.0,Male,Bachelor's,IT,IT Support,4.0,Remote,62961.84
27.0,Male,Bachelor's,Operations,Logistics Coordinator,1.0,Remote,36743.55
40.0,Male,Bachelor's,HR,HR Manager,9.0,Metro City,71539.29
33.0,Male,Master's,Operations,Operations Analyst,3.0,Tier-2 City,46554.95
21.0,Female,Bachelor's,Operations,Operations Manager,1.0,Remote,48641.19
45.0,Male,Bachelor's,Finance,Financial Analyst,20.0,Tier-2 City,81006.99
42.0,Male,Master's,Marketing,Marketing Executive,15.0,Tier-2 City,77721.96
35.0,Male,High School,Marketing,Marketing Executive,5.0,Tier-2 City,32722.91
25.0,Male,Bachelor's,Sales,Sales Executive,2.0,Metro City,49316.2
40.0,Male,Master's,Marketing,SEO Specialist,15.0,Metro City,103311.48
45.0,Female,PhD,IT,Software Engineer,11.0,Metro City,144077.36
43.0,Male,Bachelor's,Marketing,Marketing Executive,13.0,Metro City,71338.34
48.0,Female,Master's,Marketing,Marketing Manager,8.0,Metro City,101324.57
32.0,Male,PhD,Finance,Financial Analyst,0.0,Metro City,85326.95
21.0,Male,Master's,Operations,Operations Manager,0.0,Tier-2 City,54175.8
39.0,Female,Master's,HR,HR Manager,12.0,Tier-2 City,70947.3
36.0,Male,High School,HR,HR Manager,16.0,Tier-2 City,43935.93
29.0,Female,Master's,HR,HR Executive,7.0,Metro City,64111.09
52.0,Male,Bachelor's,HR,Recruiter,13.0,Metro City,65266.7
40.0,Male,High School,IT,Data Analyst,20.0,Remote,62716.89
34.0,Female,Bachelor's,Operations,Operations Analyst,8.0,Tier-2 City,48026.95
30.0,Male,Master's,HR,Recruiter,2.0,Metro City,61146.85
43.0,Female,High School,HR,Recruiter,9.0,Tier-2 City,23564.16
27.0,Female,Bachelor's,IT,Data Analyst,7.0,Remote,61262.73
45.0,Male,Bachelor's,Finance,Financial Analyst,9.0,Remote,63159.72
33.0,Female,Bachelor's,Marketing,SEO Specialist,5.0,Tier-2 City,43056.7
48.0,Female,Bachelor's,Sales,Sales Executive,14.0,Metro City,75179.12
29.0,Male,High School,Sales,Sales Executive,5.0,Tier-2 City,31456.75
33.0,Male,PhD,IT,Data Analyst,11.0,Tier-2 City,121988.21
23.0,Female,High School,IT,Data Analyst,0.0,Metro City,35666.94
21.0,Male,Master's,Operations,Operations Manager,1.0,Tier-2 City,62321.3
40.0,Male,Bachelor's,IT,IT Support,13.0,Metro City,89794.19
44.0,Female,PhD,HR,HR Manager,10.0,Metro City,109072.66
46.0,Female,High School,IT,Software Engineer,12.0,Metro City,60092.26
33.0,Female,Master's,Finance,Finance Manager,3.0,Metro City,89145.47
32.0,Male,Bachelor's,Sales,Sales Executive,6.0,Metro City,52983.37
29.0,Male,Master's,HR,HR Manager,1.0,Metro City,66783.39
32.0,Female,Master's,Sales,Sales Manager,1.0,Tier-2 City,58838.17
43.0,Female,Bachelor's,Finance,Finance Manager,13.0,Metro City,93349.25
33.0,Male,PhD,Finance,Accountant,0.0,Tier-2 City,69386.58
21.0,Male,High School,IT,DevOps Engineer,0.0,Metro City,40501.07
43.0,Male,Master's,Sales,Account Manager,16.0,Metro City,107681.63
30.0,Male,Master's,Marketing,Marketing Executive,1.0,Remote,45414.23
26.0,Female,Bachelor's,Finance,Accountant,0.0,Metro City,48075.91
39.0,Male,Bachelor's,HR,HR Executive,7.0,Metro City,46063.42
45.0,Male,Master's,IT,IT Support,5.0,Tier-2 City,76552.27
46.0,Male,Bachelor's,Operations,Operations Analyst,19.0,Metro City,80528.98
42.0,Male,Master's,IT,Data Analyst,10.0,Tier-2 City,83368.08
44.0,Female,Bachelor's,Operations,Logistics Coordinator,8.0,Tier-2 City,53688.3
34.0,Male,High School,Operations,Operations Analyst,10.0,Metro City,37661.92
26.0,Female,Master's,HR,HR Manager,5.0,Tier-2 City,62167.93
26.0,Male,Bachelor's,IT,Data Analyst,3.0,Tier-2 City,56293.3
38.0,Female,High School,HR,HR Executive,4.0,Tier-2 City,26964.63
33.0,Male,Bachelor's,Operations,Operations Manager,8.0,Remote,61573.79
33.0,Male,Bachelor's,HR,HR Executive,3.0,Metro City,48148.33
49.0,Male,PhD,Finance,Financial Analyst,11.0,Metro City,130557.12
31.0,Female,Master's,HR,Recruiter,10.0,Tier-2 City,56712.87
28.0,Male,High School,IT,IT Support,3.0,Tier-2 City,37393.39
37.0,Male,Bachelor's,Operations,Logistics Coordinator,6.0,Tier-2 City,40244.62
43.0,Male,Bachelor's,Finance,Financial Analyst,8.0,Tier-2 City,54255.07
34.0,Male,High School,Marketing,Marketing Manager,3.0,Remote,44818.91
38.0,Female,Master's,IT,Data Analyst,8.0,Tier-2 City,87760.78
25.0,Male,Master's,Finance,Financial Analyst,0.0,Metro City,62609.55
21.0,Male,High School,Finance,Accountant,1.0,Remote,31517.82
35.0,Male,Bachelor's,Operations,Operations Manager,6.0,Remote,63791.24
32.0,Female,Bachelor's,Sales,Sales Executive,1.0,Metro City,44505.63
35.0,Male,High School,Operations,Operations Analyst,2.0,Remote,23915.74
43.0,Female,PhD,Marketing,Marketing Executive,12.0,Metro City,117734.88
37.0,Male,High School,Finance,Accountant,6.0,Metro City,40788.15
23.0,Male,Bachelor's,HR,HR Executive,0.0,Tier-2 City,29908.0
39.0,Male,Master's,Operations,Logistics Coordinator,9.0,Metro City,77036.36
37.0,Male,PhD,Operations,Logistics Coordinator,16.0,Metro City,121189.95
29.0,Male,Bachelor's,Finance,Finance Manager,1.0,Metro City,66598.95
36.0,Male,Bachelor's,Finance,Accountant,6.0,Metro City,57161.2
35.0,Male,Bachelor's,HR,Recruiter,15.0,Metro City,60419.42
32.0,Male,Bachelor's,Operations,Operations Manager,5.0,Metro City,64477.0
41.0,Male,PhD,Sales,Account Manager,12.0,Metro City,121270.21
48.0,Female,Bachelor's,Sales,Sales Executive,9.0,Metro City,66761.04
41.0,Female,Bachelor's,Finance,Accountant,11.0,Remote,67248.27
34.0,Male,Master's,Sales,Account Manager,3.0,Tier-2 City,69204.21
43.0,Male,Master's,Marketing,SEO Specialist,14.0,Metro City,96532.92
36.0,Female,Bachelor's,IT,DevOps Engineer,5.0,Remote,60015.12
39.0,Male,Master's,Operations,Logistics Coordinator,11.0,Tier-2 City,65012.27
24.0,Male,High School,HR,Recruiter,3.0,Metro City,35369.08
37.0,Male,Master's,Marketing,SEO Specialist,14.0,Remote,76694.34
37.0,Female,PhD,Operations,Operations Manager,7.0,Metro City,101043.9
48.0,Female,PhD,Finance,Finance Manager,13.0,Tier-2 City,122608.87
28.0,Male,Master's,Operations,Operations Analyst,0.0,Metro City,55545.7
27.0,Male,Bachelor's,Sales,Account Manager,1.0,Tier-2 City,51899.9
38.0,Female,High School,HR,Recruiter,14.0,Metro City,41041.16
33.0,Female,PhD,Finance,Finance Manager,7.0,Metro City,122615.73
39.0,Female,Bachelor's,Operations,Operations Manager,8.0,Metro City,63242.86
32.0,Female,Master's,Operations,Operations Manager,5.0,Metro City,76150.16
29.0,Female,Bachelor's,Operations,Operations Analyst,,Metro City,53110.37
21.0,Male,Master's,HR,Recruiter,0.0,Metro City,43827.59
42.0,Male,Master's,Marketing,Marketing Executive,12.0,Remote,79480.52
39.0,Female,Bachelor's,IT,IT Support,12.0,Remote,79807.13
25.0,Male,Bachelor's,Operations,Logistics Coordinator,5.0,Metro City,45617.31
45.0,Male,Bachelor's,HR,HR Manager,15.0,Metro City,80035.66
36.0,Female,Bachelor's,Marketing,Marketing Executive,5.0,Metro City,57543.63
37.0,Female,Master's,Operations,Operations Analyst,13.0,Metro City,85605.43
25.0,Female,High School,Marketing,SEO Specialist,5.0,Metro City,30223.95
21.0,Male,Bachelor's,Marketing,SEO Specialist,1.0,Metro City,51306.91
31.0,Female,Master's,Sales,Account Manager,4.0,Metro City,81542.98
43.0,Male,Bachelor's,HR,HR Executive,13.0,Metro City,66450.72
39.0,Male,Bachelor's,HR,Recruiter,9.0,Tier-2 City,42762.31
23.0,Female,Bachelor's,Operations,Operations Manager,0.0,Metro City,53814.47
43.0,Female,Master's,Sales,Sales Executive,14.0,Metro City,83673.3
36.0,Male,Master's,IT,DevOps Engineer,9.0,Metro City,107505.83
28.0,Male,Bachelor's,Marketing,Marketing Executive,7.0,Tier-2 City,44560.72
28.0,Male,Bachelor's,Operations,Operations Analyst,2.0,Metro City,37714.75
36.0,Male,Bachelor's,Finance,Financial Analyst,10.0,Tier-2 City,58474.67
35.0,Female,High School,Operations,Operations Manager,11.0,Tier-2 City,43842.59
41.0,Male,Bachelor's,Finance,Accountant,7.0,Metro City,68228.47
,Male,Bachelor's,Finance,Financial Analyst,8.0,Tier-2 City,51450.13
49.0,Male,Bachelor's,Finance,Finance Manager,16.0,Metro City,100211.52
40.0,Male,Bachelor's,Finance,Finance Manager,15.0,Metro City,95412.62
29.0,Female,Master's,IT,Software Engineer,9.0,Remote,90555.38
21.0,Male,High School,Sales,Account Manager,0.0,Metro City,35658.98
24.0,Male,Bachelor's,HR,HR Executive,0.0,Tier-2 City,35424.4
35.0,Male,PhD,IT,Data Analyst,2.0,Remote,87561.17
21.0,Male,Master's,HR,Recruiter,0.0,Metro City,53220.78
52.0,Male,Bachelor's,IT,Data Analyst,13.0,Remote,82161.3
50.0,Male,PhD,Operations,Operations Analyst,23.0,Metro City,146782.17
41.0,Female,Master's,Finance,Finance Manager,7.0,Metro City,101758.55
42.0,Female,Bachelor's,Finance,Accountant,12.0,Remote,69408.53
47.0,Male,High School,HR,HR Executive,18.0,Metro City,48218.7
41.0,Male,Bachelor's,Finance,Finance Manager,6.0,Tier-2 City,71766.81
34.0,Female,Bachelor's,Operations,Operations Analyst,7.0,Metro City,55136.43
39.0,Female,Master's,HR,HR Manager,10.0,Metro City,92075.85
51.0,Female,Master's,Sales,Sales Executive,16.0,Tier-2 City,85153.46
24.0,Female,Bachelor's,IT,DevOps Engineer,0.0,Remote,48111.67
38.0,Male,Bachelor's,Finance,Accountant,8.0,Tier-2 City,59157.72
42.0,Male,Bachelor's,Marketing,SEO Specialist,11.0,Tier-2 City,55495.77
31.0,Male,Master's,Finance,Financial Analyst,4.0,Tier-2 City,56312.85
35.0,Female,PhD,HR,Recruiter,3.0,Metro City,75593.3
34.0,Female,Bachelor's,Sales,Sales Manager,7.0,Metro City,72282.42
40.0,Female,Bachelor's,Finance,Finance Manager,14.0,Tier-2 City,76825.23
49.0,Female,PhD,HR,Recruiter,17.0,Metro City,114195.32
22.0,Male,PhD,Operations,Operations Analyst,0.0,Metro City,71345.08
32.0,Female,PhD,Finance,Accountant,10.0,Remote,108721.74
29.0,Male,Bachelor's,HR,Recruiter,0.0,Tier-2 City,30559.33
45.0,Male,Bachelor's,Sales,Sales Executive,11.0,Tier-2 City,56023.64
43.0,Male,Bachelor's,Marketing,Marketing Manager,15.0,Metro City,85994.64
34.0,Male,High School,IT,Software Engineer,6.0,Tier-2 City,28496.15
36.0,Male,Master's,Finance,Financial Analyst,6.0,Metro City,82440.62
49.0,Male,Master's,Marketing,SEO Specialist,13.0,Metro City,97356.24
25.0,Male,Master's,IT,Data Analyst,0.0,Tier-2 City,63413.74
38.0,Female,Bachelor's,Finance,Accountant,14.0,Tier-2 City,61711.61
21.0,Male,Master's,Finance,Accountant,1.0,Metro City,65159.06
31.0,Female,Bachelor's,Operations,Logistics Coordinator,9.0,Tier-2 City,46946.93
21.0,Male,Bachelor's,Finance,Financial Analyst,1.0,Tier-2 City,41546.47
23.0,Male,Bachelor's,Marketing,SEO Specialist,0.0,Remote,40886.19
37.0,Female,PhD,IT,Data Analyst,10.0,Metro City,142603.2
37.0,Male,Bachelor's,Finance,Accountant,9.0,Tier-2 City,61873.57
26.0,Female,Master's,Operations,Logistics Coordinator,0.0,Metro City,49562.92
29.0,Female,PhD,Operations,Operations Analyst,9.0,Metro City,95903.05
40.0,Female,Master's,IT,DevOps Engineer,11.0,Tier-2 City,95242.68
40.0,Male,Bachelor's,Finance,Finance Manager,7.0,Tier-2 City,66977.03
25.0,Male,High School,HR,HR Executive,5.0,Metro City,32809.93
31.0,Female,High School,Operations,Operations Analyst,9.0,Tier-2 City,34150.62
28.0,Female,High School,Marketing,Marketing Executive,3.0,Remote,37847.3
38.0,Male,Master's,Operations,Operations Manager,2.0,Metro City,72299.4
,Male,PhD,Finance,Accountant,2.0,Metro City,97074.15
39.0,Female,Master's,IT,Data Analyst,9.0,Tier-2 City,86989.47
23.0,Male,Bachelor's,Finance,Finance Manager,3.0,Metro City,69197.62
22.0,Male,Bachelor's,HR,HR Manager,0.0,Tier-2 City,44857.07
36.0,Male,PhD,Sales,Sales Executive,11.0,Tier-2 City,92152.77
,Female,High School,IT,DevOps Engineer,19.0,Metro City,66770.75
30.0,Male,Bachelor's,IT,IT Support,2.0,Tier-2 City,51711.48
28.0,Female,Bachelor's,IT,Data Analyst,6.0,Tier-2 City,63489.88
37.0,Male,High School,IT,DevOps Engineer,6.0,Tier-2 City,40868.12
42.0,Female,Bachelor's,Operations,Operations Analyst,6.0,Metro City,54505.25
27.0,Male,Master's,HR,Recruiter,5.0,Metro City,63997.77
31.0,Male,High School,Finance,Financial Analyst,5.0,Metro City,38449.1
31.0,Female,Bachelor's,Finance,Financial Analyst,11.0,Metro City,68528.8
31.0,Female,PhD,Sales,Sales Executive,3.0,Metro City,92303.88
42.0,Male,PhD,Finance,Financial Analyst,7.0,Metro City,109323.91
34.0,Male,Bachelor's,HR,Recruiter,2.0,Tier-2 City,33187.29
37.0,Female,Master's,Marketing,SEO Specialist,8.0,Tier-2 City,69908.17
40.0,Female,Bachelor's,HR,Recruiter,7.0,Tier-2 City,46975.84
22.0,Female,Bachelor's,Marketing,SEO Specialist,1.0,Metro City,51902.14
33.0,Male,Bachelor's,Sales,Account Manager,6.0,Metro City,70864.38
45.0,Female,PhD,IT,Software Engineer,6.0,Tier-2 City,98958.54
34.0,Female,Master's,HR,Recruiter,4.0,Metro City,56945.96
33.0,Female,Bachelor's,Operations,Operations Analyst,12.0,Tier-2 City,48155.8
26.0,Male,High School,Operations,Logistics Coordinator,6.0,Metro City,36596.49
32.0,Female,PhD,Marketing,SEO Specialist,0.0,Remote,67366.21
31.0,Male,Bachelor's,IT,DevOps Engineer,9.0,Metro City,83952.58
24.0,Male,Bachelor's,IT,Data Analyst,0.0,Tier-2 City,47423.39
39.0,Male,High School,IT,Software Engineer,5.0,Remote,40631.53
26.0,Female,Bachelor's,HR,Recruiter,,Metro City,47257.91
38.0,Male,Master's,Marketing,Marketing Manager,15.0,Metro City,109761.87
52.0,Female,Master's,Marketing,Marketing Executive,10.0,Metro City,87052.88
52.0,Female,High School,Marketing,SEO Specialist,20.0,Tier-2 City,46648.89
24.0,Female,Bachelor's,Marketing,SEO Specialist,2.0,Tier-2 City,47107.3
35.0,Male,High School,Sales,Account Manager,4.0,Tier-2 City,41466.17
29.0,Male,Master's,Finance,Accountant,7.0,Tier-2 City,73063.9
41.0,Female,Bachelor's,Operations,Operations Manager,12.0,Remote,65630.32
31.0,Female,PhD,HR,Recruiter,5.0,Metro City,77703.03
47.0,Female,PhD,Operations,Operations Analyst,10.0,Tier-2 City,86027.25
26.0,Male,Bachelor's,IT,Data Analyst,0.0,Metro City,61728.18
43.0,Male,PhD,Marketing,SEO Specialist,12.0,Tier-2 City,98437.29
43.0,Female,High School,Sales,Sales Executive,7.0,Remote,36116.28
23.0,Male,PhD,HR,HR Executive,3.0,Metro City,73968.69
36.0,Female,Master's,Marketing,Marketing Executive,12.0,Tier-2 City,69987.59
21.0,Male,Bachelor's,Sales,Account Manager,1.0,Tier-2 City,49945.0
34.0,Male,Bachelor's,HR,HR Manager,5.0,Metro City,61840.12
43.0,Male,Master's,HR,HR Executive,11.0,Tier-2 City,64948.57
32.0,Female,Bachelor's,Marketing,SEO Specialist,6.0,Remote,48401.2
26.0,Female,PhD,HR,Recruiter,3.0,Metro City,70434.93
34.0,Female,Bachelor's,HR,Recruiter,10.0,Tier-2 City,51252.8
32.0,Male,Bachelor's,HR,HR Manager,4.0,Metro City,61471.07
31.0,Female,Master's,Finance,Financial Analyst,2.0,Metro City,77280.81
37.0,Female,Bachelor's,Sales,Account Manager,9.0,Metro City,78052.77
28.0,Female,Master's,Sales,Sales Manager,3.0,Remote,68946.42
39.0,Male,Bachelor's,HR,Recruiter,15.0,Remote,61275.16
31.0,Male,Master's,IT,Software Engineer,3.0,Metro City,78938.52
35.0,Male,Master's,Sales,Sales Manager,10.0,Tier-2 City,80058.55
26.0,Male,Bachelor's,Marketing,Marketing Manager,0.0,Metro City,51983.88
37.0,Female,Bachelor's,Marketing,Marketing Executive,6.0,Metro City,61475.01
41.0,Female,Master's,Marketing,SEO Specialist,12.0,Tier-2 City,75996.39
23.0,Female,PhD,HR,Recruiter,0.0,Remote,58836.13
23.0,Male,Master's,Sales,Account Manager,0.0,Remote,64483.24
28.0,Male,Bachelor's,HR,Recruiter,8.0,Metro City,54745.03
39.0,Male,Bachelor's,Operations,Operations Manager,5.0,Remote,63597.58
27.0,Male,Master's,Operations,Operations Analyst,0.0,Tier-2 City,46165.73
24.0,Female,Bachelor's,Marketing,SEO Specialist,0.0,Metro City,49527.5
39.0,Female,Bachelor's,Operations,Operations Analyst,10.0,Metro City,62326.27
44.0,Male,High School,Sales,Sales Executive,13.0,Metro City,48544.37
41.0,Female,Bachelor's,HR,HR Manager,12.0,Metro City,73663.64
22.0,Female,Master's,Operations,Operations Manager,0.0,Metro City,66014.6
33.0,Female,Bachelor's,Sales,Account Manager,3.0,Tier-2 City,57268.6
37.0,Male,Master's,Finance,Accountant,2.0,Tier-2 City,60495.71
35.0,Female,PhD,Marketing,SEO Specialist,8.0,Metro City,101255.68
33.0,Male,Master's,Sales,Sales Manager,12.0,Remote,88808.51
29.0,Male,PhD,IT,DevOps Engineer,9.0,Tier-2 City,114359.83
23.0,Male,Master's,Operations,Operations Manager,3.0,Tier-2 City,59033.67
21.0,Male,PhD,Finance,Accountant,0.0,Tier-2 City,58800.46
46.0,Female,Master's,Marketing,Marketing Executive,18.0,Tier-2 City,88444.43
25.0,Female,Bachelor's,Finance,Financial Analyst,0.0,Metro City,46533.43
26.0,Female,Bachelor's,Operations,Logistics Coordinator,0.0,Tier-2 City,35244.12
32.0,Male,Master's,Operations,Operations Analyst,12.0,Metro City,86767.67
34.0,Female,Master's,Finance,Financial Analyst,14.0,Remote,92730.41
39.0,Female,Master's,Sales,Account Manager,14.0,Metro City,105166.06
45.0,Female,Bachelor's,Finance,Financial Analyst,18.0,Remote,75283.41
37.0,Male,Master's,IT,Data Analyst,10.0,Metro City,108123.16
,Female,Master's,Sales,Sales Executive,16.0,Metro City,97777.91
28.0,Female,PhD,Sales,Sales Manager,2.0,Tier-2 City,70490.33
27.0,Female,PhD,HR,HR Manager,0.0,Metro City,77824.78
40.0,Male,PhD,IT,DevOps Engineer,13.0,Remote,126113.21
34.0,Female,Bachelor's,Operations,Logistics Coordinator,6.0,Metro City,49004.88
41.0,Male,PhD,IT,DevOps Engineer,16.0,Tier-2 City,138957.74
40.0,Male,PhD,Sales,Account Manager,11.0,Metro City,125333.68
21.0,Female,Bachelor's,Finance,Financial Analyst,1.0,Metro City,51497.85
29.0,Female,Master's,IT,Software Engineer,9.0,Metro City,108199.53
45.0,Male,High School,Finance,Financial Analyst,9.0,Remote,45296.2
39.0,Female,Bachelor's,Marketing,SEO Specialist,13.0,Metro City,75385.31
32.0,Female,Bachelor's,IT,Software Engineer,0.0,Remote,60435.91
46.0,Female,Bachelor's,Marketing,SEO Specialist,11.0,Metro City,71444.96
39.0,Female,Master's,IT,Software Engineer,10.0,Remote,90591.65
49.0,Female,High School,Operations,Operations Analyst,16.0,Metro City,47265.62
43.0,Female,Bachelor's,IT,Software Engineer,12.0,Metro City,90653.07
38.0,Male,Bachelor's,Finance,Accountant,10.0,Metro City,76491.54
42.0,Female,High School,IT,DevOps Engineer,13.0,Remote,54354.44
31.0,Male,Bachelor's,IT,DevOps Engineer,4.0,Metro City,68250.03
43.0,Female,Bachelor's,Finance,Accountant,18.0,Tier-2 City,73145.41
37.0,Male,Bachelor's,Finance,Accountant,11.0,Metro City,72663.45
36.0,Female,Bachelor's,Operations,Operations Analyst,3.0,Metro City,48141.64
28.0,Female,Bachelor's,Sales,Sales Executive,3.0,Metro City,50422.47
30.0,Male,Bachelor's,Finance,Accountant,5.0,Remote,55414.52
51.0,Female,Master's,IT,DevOps Engineer,15.0,Tier-2 City,101677.92
42.0,Male,Bachelor's,IT,IT Support,12.0,Metro City,91417.85
38.0,Female,Master's,IT,IT Support,15.0,Tier-2 City,94177.58
31.0,Male,High School,Operations,Logistics Coordinator,0.0,Tier-2 City,23317.08
35.0,Female,PhD,Marketing,SEO Specialist,11.0,Tier-2 City,88035.41
47.0,Male,Bachelor's,Marketing,SEO Specialist,4.0,Tier-2 City,37963.45
22.0,Male,Bachelor's,Sales,Sales Manager,0.0,Metro City,55109.81
43.0,Female,Master's,Operations,Logistics Coordinator,16.0,Tier-2 City,77942.15
38.0,Male,Bachelor's,IT,IT Support,4.0,Remote,55444.04
21.0,Male,Bachelor's,HR,HR Manager,1.0,Metro City,49553.87
38.0,Male,High School,Marketing,Marketing Executive,6.0,Metro City,39986.12
51.0,Female,Master's,Operations,Operations Manager,15.0,Tier-2 City,85321.59
38.0,Male,Master's,Marketing,SEO Specialist,11.0,Tier-2 City,71774.44
21.0,Female,Master's,Sales,Account Manager,1.0,Metro City,73278.17
49.0,Male,Master's,Finance,Financial Analyst,10.0,Metro City,97019.8
33.0,Male,High School,Operations,Operations Manager,7.0,Remote,42056.69
36.0,Female,Master's,Marketing,SEO Specialist,7.0,Tier-2 City,62481.87
42.0,Male,High School,HR,Recruiter,10.0,Tier-2 City,30888.87
23.0,Male,Bachelor's,Sales,Account Manager,3.0,Remote,58944.23
45.0,Female,PhD,IT,IT Support,19.0,Metro City,179676.4
50.0,Female,Bachelor's,Finance,Accountant,16.0,Metro City,90532.22
47.0,Male,Bachelor's,IT,IT Support,19.0,Remote,100260.8
36.0,Female,High School,HR,HR Executive,8.0,Remote,31229.21
38.0,Male,Bachelor's,Operations,Operations Manager,9.0,Remote,62430.33
29.0,Female,High School,Operations,Operations Manager,3.0,Metro City,46272.18
31.0,Female,Master's,Marketing,Marketing Executive,5.0,Tier-2 City,57815.68
28.0,Female,Master's,Finance,Finance Manager,0.0,Metro City,81801.32
39.0,Male,High School,IT,DevOps Engineer,0.0,Tier-2 City,30364.55
21.0,Female,Bachelor's,Marketing,SEO Specialist,0.0,Remote,35103.84
32.0,Male,High School,Marketing,Marketing Executive,10.0,Tier-2 City,40138.09
42.0,Male,High School,Marketing,SEO Specialist,8.0,Tier-2 City,33428.86
21.0,Female,Bachelor's,Marketing,Marketing Manager,1.0,Metro City,60981.16
45.0,Male,PhD,IT,Data Analyst,14.0,Metro City,161464.99
34.0,Female,Bachelor's,Operations,Operations Manager,8.0,Metro City,68843.95
51.0,Female,Bachelor's,Operations,Operations Manager,18.0,Metro City,88964.63
26.0,Female,Master's,Finance,Financial Analyst,0.0,Tier-2 City,52854.24
46.0,Female,Bachelor's,IT,DevOps Engineer,9.0,Metro City,83154.21
21.0,Female,Bachelor's,Finance,Accountant,0.0,Remote,40144.3
26.0,Female,PhD,Operations,Operations Analyst,6.0,Tier-2 City,68235.51
